necessity,n ə s ɛ s ə t i,40
neighbors,n eɪ b ɝ z,40
notion,n oʊ ʃ ə n,40
observations,ɑ b z ɝ v eɪ ʃ ə n z,40
orleans,ɔ ɹ l i ə n z,40
painted,p eɪ n t ə d,40
papa,p ɑ p ə,40
parallel,p ɛ ɹ ə l ɛ l,40
permanent,p ɝ m ə n ə n t,40
personally,p ɝ s ə n ə l i,40
pope,p oʊ p,40
presumably,p ɹ ə z u m ə b l i,40
prominent,p ɹ ɑ m ə n ə n t,40
proof,p ɹ u f,40
regarding,ɹ ə ɡ ɑ ɹ d ɪ ŋ,40
regions,ɹ i dʒ ə n z,40
rode,ɹ oʊ d,40
senator,s ɛ n ə t ɝ,40
shared,ʃ ɛ ɹ d,40
shear,ʃ ɪ ɹ,40
shouted,ʃ aʊ t ə d,40
stepped,s t ɛ p t,40
stranger,s t ɹ eɪ n dʒ ɝ,40
studying,s t ʌ d i ɪ ŋ,40
talent,t æ l ə n t,40
thoroughly,θ ɝ oʊ l i,40
thrown,θ ɹ oʊ n,40
tool,t u l,40
treasury,t ɹ ɛ ʒ ɝ i,40
visual,v ɪ ʒ ə w ə l,40
walter,w ɔ l t ɝ,40
winston,w ɪ n s t ə n,40
acts,æ k t s,39
agents,eɪ dʒ ə n t s,39
allotment,ə l ɑ t m ə n t,39
anywhere,ɛ n i w ɛ ɹ,39
assured,ə ʃ ʊ ɹ d,39
attractive,ə t ɹ æ k t ɪ v,39
authorities,ə θ ɔ ɹ ə t i z,39
code,k oʊ d,39
colleges,k ɑ l ɪ dʒ ɪ z,39
comedy,k ɑ m ə d i,39
communists,k ɑ m j ə n ə s t s,39
concert,k ɑ n s ɝ t,39
contributed,k ə n t ɹ ɪ b j u t ɪ d,39
controlled,k ə n t ɹ oʊ l d,39
cooperation,k oʊ ɑ p ɝ eɪ ʃ ə n,39
deeply,d i p l i,39
defined,d ɪ f aɪ n d,39
derived,d ɝ aɪ v d,39
destroyed,d ɪ s t ɹ ɔɪ d,39
determination,d ɪ t ɝ m ə n eɪ ʃ ə n,39
emergency,ɪ m ɝ dʒ ə n s i,39
estimate,ɛ s t ə m ə t,39
finish,f ɪ n ɪ ʃ,39
forever,f ɝ ɛ v ɝ,39
furniture,f ɝ n ɪ tʃ ɝ,39
furthermore,f ɝ ð ɝ m ɔ ɹ,39
gained,ɡ eɪ n d,39
guest,ɡ ɛ s t,39
holes,h oʊ l z,39
hydrogen,h aɪ d ɹ ə dʒ ə n,39
improve,ɪ m p ɹ u v,39
inch,ɪ n tʃ,39
introduction,ɪ n t ɹ ə d ʌ k ʃ ə n,39
joint,dʒ ɔɪ n t,39
lawrence,l ɔ ɹ ə n s,39
legislature,l ɛ dʒ ə s l eɪ tʃ ɝ,39
listening,l ɪ s ə n ɪ ŋ,39
mad,m æ d,39
magazine,m æ ɡ ə z i n,39
mankind,m æ n k aɪ n d,39
maturity,m ə tʃ ʊ ɹ ə t i,39
mississippi,m ɪ s ɪ s ɪ p i,39
mystery,m ɪ s t ɝ i,39
neutral,n u t ɹ ə l,39
objectives,ə b dʒ ɛ k t ɪ v z,39
provisions,p ɹ ə v ɪ ʒ ə n z,39
rayburn,ɹ eɪ b ɝ n,39
recall,ɹ i k ɔ l,39
represents,ɹ ɛ p ɹ ə z ɛ n t s,39
revealed,ɹ ɪ v i l d,39
satisfactory,s æ t ə s f æ k t ɹ i,39
selection,s ə l ɛ k ʃ ə n,39
self,s ɛ l f,39
severe,s ə v ɪ ɹ,39
sleeping,s l i p ɪ ŋ,39
soldier,s oʊ l dʒ ɝ,39
stick,s t ɪ k,39
striking,s t ɹ aɪ k ɪ ŋ,39
transfer,t ɹ æ n s f ɝ,39
trials,t ɹ aɪ ə l z,39
tv,t i v i,39
accounts,ə k aʊ n t s,38
agricultural,æ ɡ ɹ ə k ʌ l tʃ ɝ ə l,38
arrangements,ɝ eɪ n dʒ m ə n t s,38
attempts,ə t ɛ m p t s,38
axis,æ k s ə s,38
briefly,b ɹ i f l i,38
bringing,b ɹ ɪ ŋ ɪ ŋ,38
candidates,k æ n d ə d eɪ t s,38
clouds,k l aʊ d z,38
consumer,k ə n s u m ɝ,38
contains,k ə n t eɪ n z,38
copy,k ɑ p i,38
corresponding,k ɔ ɹ ə s p ɑ n d ɪ ŋ,38
cotton,k ɑ t ə n,38
definition,d ɛ f ə n ɪ ʃ ə n,38
destruction,d ɪ s t ɹ ʌ k ʃ ə n,38
districts,d ɪ s t ɹ ɪ k t s,38
ears,ɪ ɹ z,38
experimental,ɪ k s p ɛ ɹ ɪ m ɛ n t ə l,38
experts,ɛ k s p ɝ t s,38
fifth,f ɪ f θ,38
forgotten,f ɝ ɡ ɑ t ə n,38
foundation,f aʊ n d eɪ ʃ ə n,38
glad,ɡ l æ d,38
handed,h æ n d ə d,38
handling,h æ n d l ɪ ŋ,38
inevitably,ɪ n ɛ v ə t ə b l i,38
instant,ɪ n s t ə n t,38
japan,dʒ ə p æ n,38
knees,n i z,38
leaned,l i n d,38
mayor,m eɪ ɝ,38
newspapers,n u z p eɪ p ɝ z,38
ohio,oʊ h aɪ oʊ,38
onset,ɑ n s ɛ t,38
organic,ɔ ɹ ɡ æ n ɪ k,38
palace,p æ l ə s,38
paul,p ɔ l,38
piano,p i æ n oʊ,38
pleasant,p l ɛ z ə n t,38
pressures,p ɹ ɛ ʃ ɝ z,38
primitive,p ɹ ɪ m ə t ɪ v,38
processing,p ɹ ɑ s ɛ s ɪ ŋ,38
random,ɹ æ n d ə m,38
reception,ɹ ɪ s ɛ p ʃ ə n,38
regardless,ɹ ə ɡ ɑ ɹ d l ə s,38
relationships,ɹ i l eɪ ʃ ə n ʃ ɪ p s,38
represent,ɹ ɛ p ɹ ə z ɛ n t,38
robinson,ɹ ɑ b ə n s ə n,38
sacred,s eɪ k ɹ ə d,38
scheduled,s k ɛ dʒ ʊ l d,38
serving,s ɝ v ɪ ŋ,38
sharply,ʃ ɑ ɹ p l i,38
simultaneously,s aɪ m ə l t eɪ n i ə s l i,38
sister,s ɪ s t ɝ,38
specifically,s p ə s ɪ f ɪ k l i,38
sudden,s ʌ d ə n,38
temple,t ɛ m p ə l,38
thompson,t ɑ m p s ə n,38
thyroid,θ aɪ ɹ ɔɪ d,38
tonight,t ə n aɪ t,38
track,t ɹ æ k,38
turns,t ɝ n z,38
voices,v ɔɪ s ə z,38
accompanied,ə k ʌ m p ə n i d,37
admit,ə d m ɪ t,37
aim,eɪ m,37
assure,ə ʃ ʊ ɹ,37
atom,æ t ə m,37
authorized,ɔ θ ɝ aɪ z d,37
banks,b æ ŋ k s,37
belong,b ɪ l ɔ ŋ,37
blocks,b l ɑ k s,37
chicken,tʃ ɪ k ə n,37
chose,tʃ oʊ z,37
cleaning,k l i n ɪ ŋ,37
colonel,k ɝ n ə l,37
comfortable,k ʌ m f ɝ t ə b ə l,37
constructed,k ə n s t ɹ ʌ k t ə d,37
contribution,k ɑ n t ɹ ə b j u ʃ ə n,37
deeper,d i p ɝ,37
definite,d ɛ f ə n ə t,37
delivered,d ɪ l ɪ v ɝ d,37
devices,d ɪ v aɪ s ə z,37
distant,d ɪ s t ə n t,37
drunk,d ɹ ʌ ŋ k,37
edges,ɛ dʒ ə z,37
edition,ə d ɪ ʃ ə n,37
effectively,ɪ f ɛ k t ɪ v l i,37
enormous,ɪ n ɔ ɹ m ə s,37
fail,f eɪ l,37
feature,f i tʃ ɝ,37
foam,f oʊ m,37
fool,f u l,37
formation,f ɔ ɹ m eɪ ʃ ə n,37
gate,ɡ eɪ t,37
harbor,h ɑ ɹ b ɝ,37
holmes,h oʊ m z,37
hurt,h ɝ t,37
illusion,ɪ l u ʒ ə n,37
illustrated,ɪ l ə s t ɹ eɪ t ə d,37
images,ɪ m ə dʒ ə z,37
innocent,ɪ n ə s ə n t,37
magic,m æ dʒ ɪ k,37
male,m eɪ l,37
mixed,m ɪ k s t,37
mood,m u d,37
navy,n eɪ v i,37
noise,n ɔɪ z,37
occasional,ə k eɪ ʒ ə n ə l,37
outstanding,aʊ t s t æ n d ɪ ŋ,37
paint,p eɪ n t,37
plot,p l ɑ t,37
profession,p ɹ ə f ɛ ʃ ə n,37
push,p ʊ ʃ,37
questionnaire,k w ɛ s tʃ ə n ɛ ɹ,37
readers,ɹ i d ɝ z,37
release,ɹ i l i s,37
reserve,ɹ ɪ z ɝ v,37
resulted,ɹ ɪ z ʌ l t ɪ d,37
roberts,ɹ ɑ b ɝ t s,37
roy,ɹ ɔɪ,37
serves,s ɝ v z,37
signed,s aɪ n d,37
skills,s k ɪ l z,37
species,s p i ʃ i z,37
spoken,s p oʊ k ə n,37
staining,s t eɪ n ɪ ŋ,37
stomach,s t ʌ m ə k,37
stronger,s t ɹ ɔ ŋ ɝ,37
strongly,s t ɹ ɔ ŋ l i,37
supper,s ʌ p ɝ,37
survey,s ɝ v eɪ,37
susan,s u z ə n,37
swimming,s w ɪ m ɪ ŋ,37
tested,t ɛ s t ə d,37
thanks,θ æ ŋ k s,37
tremendous,t ɹ ə m ɛ n d ə s,37
accuracy,æ k j ɝ ə s i,36
affected,ə f ɛ k t ə d,36
assistant,ə s ɪ s t ə n t,36
attended,ə t ɛ n d ə d,36
automatically,ɔ t ə m æ t ɪ k l i,36
baker,b eɪ k ɝ,36
beings,b i ɪ ŋ z,36
binomial,b aɪ n oʊ m i ə l,36
bomb,b ɑ m,36
camera,k æ m ɝ ə,36
cards,k ɑ ɹ d z,36
cash,k æ ʃ,36
challenge,tʃ æ l ə n dʒ,36
characters,k æ ɹ ɪ k t ɝ z,36
classic,k l æ s ɪ k,36
coating,k oʊ t ɪ ŋ,36
columns,k ɑ l ə m z,36
conclusions,k ə n k l u ʒ ə n z,36
crew,k ɹ u,36
desirable,d ɪ z aɪ ɹ ə b ə l,36
dirty,d ɝ t i,36
doors,d ɔ ɹ z,36
dressed,d ɹ ɛ s t,36
equipped,ɪ k w ɪ p t,36
error,ɛ ɹ ɝ,36
extension,ɪ k s t ɛ n ʃ ə n,36
fellowship,f ɛ l oʊ ʃ ɪ p,36
filling,f ɪ l ɪ ŋ,36
football,f ʊ t b ɔ l,36
forty,f ɔ ɹ t i,36
guide,ɡ aɪ d,36
host,h oʊ s t,36
hurry,h ɝ i,36
industries,ɪ n d ə s t ɹ i z,36
intention,ɪ n t ɛ n tʃ ə n,36
jackson,dʒ æ k s ə n,36
jim,dʒ ɪ m,36
kinds,k aɪ n d z,36
license,l aɪ s ə n s,36
lying,l aɪ ɪ ŋ,36
managed,m æ n ə dʒ d,36
maris,m ɛ ɹ ɪ s,36
moves,m u v z,36
multiple,m ʌ l t ə p ə l,36
normally,n ɔ ɹ m ə l i,36
occupied,ɑ k j ə p aɪ d,36
outlook,aʊ t l ʊ k,36
paintings,p eɪ n t ɪ ŋ z,36
patients,p eɪ ʃ ə n t s,36
peoples,p i p ə l z,36
peter,p i t ɝ,36
printed,p ɹ ɪ n t ə d,36
ratio,ɹ eɪ ʃ i oʊ,36
satisfied,s æ t ə s f aɪ d,36
schedule,s k ɛ dʒ ʊ l,36
scholarship,s k ɑ l ɝ ʃ ɪ p,36
scientists,s aɪ ə n t ɪ s t s,36
sees,s i z,36
shadow,ʃ æ d oʊ,36
similarly,s ɪ m ə l ɝ l i,36
smiling,s m aɪ l ɪ ŋ,36
spanish,s p æ n ɪ ʃ,36
stored,s t ɔ ɹ d,36
substantially,s ə b s t æ n ʃ ə l i,36
supplied,s ə p l aɪ d,36
symbols,s ɪ m b ə l z,36
sympathy,s ɪ m p ə θ i,36
thank,θ æ ŋ k,36
tough,t ʌ f,36
variable,v ɛ ɹ i ə b ə l,36
visiting,v ɪ z ə t ɪ ŋ,36
visitors,v ɪ z ə t ɝ z,36
wise,w aɪ z,36
worship,w ɝ ʃ ə p,36
accurate,æ k j ɝ ə t,35
adjustment,ə dʒ ʌ s t m ə n t,35
affect,ə f ɛ k t,35
atlanta,æ t l æ n t ə,35
beer,b ɪ ɹ,35
bench,b ɛ n tʃ,35
bombs,b ɑ m z,35
calculated,k æ l k j ə l eɪ t ə d,35
calm,k ɑ m,35
claimed,k l eɪ m d,35
clark,k l ɑ ɹ k,35
consequences,k ɑ n s ə k w ɛ n s ə z,35
context,k ɑ n t ɛ k s t,35
counties,k aʊ n t i z,35
crime,k ɹ aɪ m,35
dignity,d ɪ ɡ n ə t i,35
disappeared,d ɪ s ə p ɪ ɹ d,35
eggs,ɛ ɡ z,35
fish,f ɪ ʃ,35
fruit,f ɹ u t,35
grade,ɡ ɹ eɪ d,35
harry,h ɛ ɹ i,35
height,h aɪ t,35
installed,ɪ n s t ɔ l d,35
instructions,ɪ n s t ɹ ʌ k ʃ ə n z,35
isolated,aɪ s ə l eɪ t ə d,35
jane,dʒ eɪ n,35
jumped,dʒ ʌ m p t,35
knee,n i,35
latest,l eɪ t ə s t,35
lumber,l ʌ m b ɝ,35
matsuo,m ɑ t s u oʊ,35
meanwhile,m i n w aɪ l,35
meets,m i t s,35
myth,m ɪ θ,35
nationalism,n æ ʃ ə n ə l ɪ z ə m,35
output,aʊ t p ʊ t,35
owners,oʊ n ɝ z,35
pat,p æ t,35
patent,p æ t ə n t,35
performed,p ɝ f ɔ ɹ m d,35
phenomenon,f ə n ɑ m ə n ɑ n,35
pont,p ɑ n t,35
prepare,p ɹ i p ɛ ɹ,35
presently,p ɹ ɛ z ə n t l i,35
preserve,p ɹ ə z ɝ v,35
probability,p ɹ ɑ b ə b ɪ l ə t i,35
producing,p ɹ ə d u s ɪ ŋ,35
retired,ɹ ɪ t aɪ ɹ d,35
returning,ɹ ɪ t ɝ n ɪ ŋ,35
revenue,ɹ ɛ v ə n u,35
routine,ɹ u t i n,35
row,ɹ oʊ,35
sad,s æ d,35
sciences,s aɪ ə n s ə z,35
sequence,s i k w ə n s,35
sounded,s aʊ n d ə d,35
stanley,s t æ n l i,35
stores,s t ɔ ɹ z,35
symbolic,s ɪ m b ɑ l ɪ k,35
sympathetic,s ɪ m p ə θ ɛ t ɪ k,35
tape,t eɪ p,35
tongue,t ʌ ŋ,35
urged,ɝ dʒ d,35
vehicle,v i h ɪ k ə l,35
virgin,v ɝ dʒ ɪ n,35
washed,w ɑ ʃ t,35
waste,w eɪ s t,35
wear,w ɛ ɹ,35
wednesday,w ɛ n z d i,35
worried,w ɝ i d,35
yard,j ɑ ɹ d,35
yield,j i l d,35
abstract,æ b s t ɹ æ k t,34
alternative,ɔ l t ɝ n ə t ɪ v,34
arrangement,ɝ eɪ n dʒ m ə n t,34
badly,b æ d l i,34
bent,b ɛ n t,34
bigger,b ɪ ɡ ɝ,34
blame,b l eɪ m,34
bus,b ʌ s,34
canada,k æ n ə d ə,34
candidate,k æ n d ə d eɪ t,34
clerk,k l ɝ k,34
corn,k ɔ ɹ n,34
crazy,k ɹ eɪ z i,34
currently,k ɝ ə n t l i,34
decades,d ɛ k eɪ d z,34
dispute,d ɪ s p j u t,34
divine,d ɪ v aɪ n,34
duties,d u t i z,34
dying,d aɪ ɪ ŋ,34
emotion,ɪ m oʊ ʃ ə n,34
exposed,ɪ k s p oʊ z d,34
facing,f eɪ s ɪ ŋ,34
fallen,f ɑ l ə n,34
financing,f ə n æ n s ɪ ŋ,34
findings,f aɪ n d ɪ ŋ z,34
folk,f oʊ k,34
frequent,f ɹ i k w ə n t,34
genuine,dʒ ɛ n j ə w ə n,34
golf,ɡ ɑ l f,34
harvard,h ɑ ɹ v ɝ d,34
hunting,h ʌ n t ɪ ŋ,34
italy,ɪ t ə l i,34
johnson,dʒ ɑ n s ə n,34
keys,k i z,34
lee,l i,34
lists,l ɪ s t s,34
logical,l ɑ dʒ ɪ k ə l,34
measurement,m ɛ ʒ ɝ m ə n t,34
mechanical,m ə k æ n ɪ k ə l,34
metropolitan,m ɛ t ɹ ə p ɑ l ə t ə n,34
mistake,m ɪ s t eɪ k,34
net,n ɛ t,34
ocean,oʊ ʃ ə n,34
openly,oʊ p ə n l i,34
owned,oʊ n d,34
pencil,p ɛ n s ə l,34
phrase,f ɹ eɪ z,34
presidential,p ɹ ɛ z ə d ɛ n tʃ ə l,34
protect,p ɹ ə t ɛ k t,34
quarter,k w ɔ ɹ t ɝ,34
raising,ɹ eɪ z ɪ ŋ,34
realistic,ɹ i ə l ɪ s t ɪ k,34
reasonably,ɹ i z ə n ə b l i,34
receiving,ɹ ə s i v ɪ ŋ,34
reporters,ɹ ɪ p ɔ ɹ t ɝ z,34
returns,ɹ ɪ t ɝ n z,34
roles,ɹ oʊ l z,34
roll,ɹ oʊ l,34
samuel,s æ m j u l,34
seldom,s ɛ l d ə m,34
sending,s ɛ n d ɪ ŋ,34
senior,s i n j ɝ,34
sentence,s ɛ n t ə n s,34
shortly,ʃ ɔ ɹ t l i,34
sing,s ɪ ŋ,34
smell,s m ɛ l,34
stretched,s t ɹ ɛ tʃ t,34
sugar,ʃ ʊ ɡ ɝ,34
suggestion,s ə ɡ dʒ ɛ s tʃ ə n,34
suitable,s u t ə b ə l,34
swept,s w ɛ p t,34
tears,t ɛ ɹ z,34
tells,t ɛ l z,34
tends,t ɛ n d z,34
thereby,ð ɛ ɹ b aɪ,34
tied,t aɪ d,34
tools,t u l z,34
vary,v ɛ ɹ i,34
visible,v ɪ z ə b ə l,34
worst,w ɝ s t,34
accident,æ k s ə d ə n t,33
adjusted,ə dʒ ʌ s t ə d,33
admission,æ d m ɪ ʃ ə n,33
advised,æ d v aɪ z d,33
affair,ə f ɛ ɹ,33
alert,ə l ɝ t,33
andy,æ n d i,33
artistic,ɑ ɹ t ɪ s t ɪ k,33
attempted,ə t ɛ m p t ə d,33
benefits,b ɛ n ə f ɪ t s,33
blow,b l oʊ,33
bone,b oʊ n,33
branch,b ɹ æ n tʃ,33
branches,b ɹ æ n tʃ ə z,33
bride,b ɹ aɪ d,33
burst,b ɝ s t,33
campus,k æ m p ə s,33
catholics,k æ θ l ɪ k s,33
charter,tʃ ɑ ɹ t ɝ,33
chlorine,k l ɔ ɹ i n,33
classical,k l æ s ɪ k ə l,33
connected,k ə n ɛ k t ə d,33
damage,d æ m ə dʒ,33
demonstrated,d ɛ m ə n s t ɹ eɪ t ə d,33
determining,d ɪ t ɝ m ə n ɪ ŋ,33
drill,d ɹ ɪ l,33
elected,ɪ l ɛ k t ə d,33
engineers,ɛ n dʒ ə n ɪ ɹ z,33
equation,ɪ k w eɪ ʒ ə n,33
examine,ɪ ɡ z æ m ɪ n,33
falling,f ɑ l ɪ ŋ,33
farmers,f ɑ ɹ m ɝ z,33
fate,f eɪ t,33
favorable,f eɪ v ɝ ə b ə l,33
fewer,f j u ɝ,33
filed,f aɪ l d,33
fly,f l aɪ,33
funeral,f j u n ɝ ə l,33
gift,ɡ ɪ f t,33
grave,ɡ ɹ eɪ v,33
guilt,ɡ ɪ l t,33
harmony,h ɑ ɹ m ə n i,33
healthy,h ɛ l θ i,33
inevitable,ɪ n ɛ v ə t ə b ə l,33
interview,ɪ n t ɝ v j u,33
involving,ɪ n v ɑ l v ɪ ŋ,33
jacket,dʒ æ k ə t,33
jess,dʒ ɛ s,33
leads,l i d z,33
lunch,l ʌ n tʃ,33
massive,m æ s ɪ v,33
matching,m æ tʃ ɪ ŋ,33
missing,m ɪ s ɪ ŋ,33
mountain,m aʊ n t ə n,33
namely,n eɪ m l i,33
naval,n eɪ v ə l,33
nights,n aɪ t s,33
owner,oʊ n ɝ,33
parked,p ɑ ɹ k t,33
pathology,p ə θ ɑ l ə dʒ i,33
performances,p ɝ f ɔ ɹ m ə n s ə z,33
poland,p oʊ l ə n d,33
precise,p ɹ ɪ s aɪ s,33
presentation,p ɹ ɛ z ə n t eɪ ʃ ə n,33
presents,p ɹ ɛ z ə n t s,33
prince,p ɹ ɪ n s,33
quantity,k w ɑ n t ə t i,33
rector,ɹ ɛ k t ɝ,33
rejected,ɹ ɪ dʒ ɛ k t ɪ d,33
rice,ɹ aɪ s,33
scheme,s k i m,33
slavery,s l eɪ v ɝ i,33
stems,s t ɛ m z,33
strictly,s t ɹ ɪ k t l i,33
substance,s ʌ b s t ə n s,33
succeeded,s ə k s i d ə d,33
suffer,s ʌ f ɝ,33
survive,s ɝ v aɪ v,33
swift,s w ɪ f t,33
symphony,s ɪ m f ə n i,33
thermal,θ ɝ m ə l,33
thursday,θ ɝ z d eɪ,33
tragic,t ɹ æ dʒ ɪ k,33
unfortunately,ə n f ɔ ɹ tʃ ə n ə t l i,33
violent,v aɪ ə l ə n t,33
wash,w ɑ ʃ,33
awareness,ə w ɛ ɹ n ə s,32
castro,k æ s t ɹ oʊ,32
chandler,tʃ æ n d l ɝ,32
circles,s ɝ k ə l z,32
coal,k oʊ l,32
collective,k ə l ɛ k t ɪ v,32
conception,k ə n s ɛ p ʃ ə n,32
concluded,k ə n k l u d ə d,32
confronted,k ə n f ɹ ʌ n t ə d,32
cooking,k ʊ k ɪ ŋ,32
courage,k ɝ ə dʒ,32
covering,k ʌ v ɝ ɪ ŋ,32
covers,k ʌ v ɝ z,32
crowded,k ɹ aʊ d ə d,32
curt,k ɝ t,32
damn,d æ m,32
debate,d ə b eɪ t,32
depending,d ɪ p ɛ n d ɪ ŋ,32
discussions,d ɪ s k ʌ ʃ ə n z,32
eastern,i s t ɝ n,32
eating,i t ɪ ŋ,32
effectiveness,ɪ f ɛ k t ɪ v n ə s,32
efficient,ɪ f ɪ ʃ ə n t,32
elaborate,ɪ l æ b ɹ ə t,32
electronics,ɪ l ɛ k t ɹ ɑ n ɪ k s,32
emission,ɪ m ɪ ʃ ə n,32
excitement,ɪ k s aɪ t m ə n t,32
factory,f æ k t ɝ i,32
falls,f ɔ l z,32
farther,f ɑ ɹ ð ɝ,32
fishing,f ɪ ʃ ɪ ŋ,32
gardens,ɡ ɑ ɹ d ə n z,32
gathered,ɡ æ ð ɝ d,32
gesture,dʒ ɛ s tʃ ɝ,32
gorton,ɡ ɔ ɹ t ə n,32
harold,h ɛ ɹ ə l d,32
household,h aʊ s h oʊ l d,32
howard,h aʊ ɝ d,32
inadequate,ɪ n æ d ə k w ə t,32
indians,ɪ n d i ə n z,32
initiative,ɪ n ɪ ʃ ə t ɪ v,32
kids,k ɪ d z,32
lacking,l æ k ɪ ŋ,32
loans,l oʊ n z,32
mills,m ɪ l z,32
missiles,m ɪ s ə l z,32
mud,m ʌ d,32
museum,m j u z i ə m,32
naked,n eɪ k ə d,32
partner,p ɑ ɹ t n ɝ,32
plastic,p l æ s t ɪ k,32
poets,p oʊ ə t s,32
promote,p ɹ ə m oʊ t,32
reflection,ɹ ə f l ɛ k ʃ ə n,32
remarked,ɹ ɪ m ɑ ɹ k t,32
remote,ɹ ɪ m oʊ t,32
romantic,ɹ oʊ m æ n t ɪ k,32
salvation,s æ l v eɪ ʃ ə n,32
scotty,s k ɑ t i,32
shouting,ʃ aʊ t ɪ ŋ,32
skywave,s k aɪ w eɪ v,32
slipped,s l ɪ p t,32
spots,s p ɑ t s,32
stuff,s t ʌ f,32
survival,s ɝ v aɪ v ə l,32
temporary,t ɛ m p ɝ ɛ ɹ i,32
testing,t ɛ s t ɪ ŋ,32
transition,t ɹ æ n z ɪ ʃ ə n,32
universities,j u n ə v ɝ s ə t i z,32
van,v æ n,32
variation,v ɛ ɹ i eɪ ʃ ə n,32
weak,w i k,32
wedding,w ɛ d ɪ ŋ,32
williams,w ɪ l j ə m z,32
accordingly,ə k ɔ ɹ d ɪ ŋ l i,31
allowing,ə l aʊ ɪ ŋ,31
articles,ɑ ɹ t ə k ə l z,31
barely,b ɛ ɹ l i,31
basement,b eɪ s m ə n t,31
beef,b i f,31
bird,b ɝ d,31
ceiling,s i l ɪ ŋ,31
checked,tʃ ɛ k t,31
christianity,k ɹ ɪ s tʃ i æ n ɪ t i,31
colored,k ʌ l ɝ d,31
competitive,k ə m p ɛ t ə t ɪ v,31
composer,k ə m p oʊ z ɝ,31
consequently,k ɑ n s ə k w ə n t l i,31
conservative,k ə n s ɝ v ə t ɪ v,31
considerations,k ə n s ɪ d ɝ eɪ ʃ ə n z,31
counter,k aʊ n t ɝ,31
dancer,d æ n s ɝ,31
dancers,d æ n s ɝ z,31
dave,d eɪ v,31
decline,d ɪ k l aɪ n,31
defeat,d ɪ f i t,31
density,d ɛ n s ə t i,31
ending,ɛ n d ɪ ŋ,31
enterprise,ɛ n t ɝ p ɹ aɪ z,31
evaluation,ɪ v æ l j u eɪ ʃ ə n,31
extend,ɪ k s t ɛ n d,31
extraordinary,ɪ k s t ɹ ɔ ɹ d ə n ɛ ɹ i,31
fallout,f ɔ l aʊ t,31
films,f ɪ l m z,31
finance,f ə n æ n s,31
fourteen,f ɔ ɹ t i n,31
frequencies,f ɹ i k w ə n s i z,31
gallery,ɡ æ l ɝ i,31
gently,dʒ ɛ n t l i,31
heading,h ɛ d ɪ ŋ,31
helps,h ɛ l p s,31
horn,h ɔ ɹ n,31
identical,aɪ d ɛ n t ɪ k ə l,31
invariably,ɪ n v ɛ ɹ i ə b l i,31
involve,ɪ n v ɑ l v,31
juniors,dʒ u n j ɝ z,31
kansas,k æ n z ə s,31
knocked,n ɑ k t,31
letting,l ɛ t ɪ ŋ,31
lightly,l aɪ t l i,31
locking,l ɑ k ɪ ŋ,31
maid,m eɪ d,31
mainly,m eɪ n l i,31
markets,m ɑ ɹ k ə t s,31
mature,m ə tʃ ʊ ɹ,31
movies,m u v i z,31
muscles,m ʌ s ə l z,31
outer,aʊ t ɝ,31
pacific,p ə s ɪ f ɪ k,31
pages,p eɪ dʒ ə z,31
panel,p æ n ə l,31
parking,p ɑ ɹ k ɪ ŋ,31
perfectly,p ɝ f ə k t l i,31
plastics,p l æ s t ɪ k s,31
poetic,p oʊ ɛ t ɪ k,31
protected,p ɹ ə t ɛ k t ə d,31
recording,ɹ ə k ɔ ɹ d ɪ ŋ,31
reducing,ɹ ə d u s ɪ ŋ,31
remark,ɹ ɪ m ɑ ɹ k,31
respectively,ɹ ɪ s p ɛ k t ɪ v l i,31
ruled,ɹ u l d,31
russians,ɹ ʌ ʃ ə n z,31
saline,s ə l i n,31
secondary,s ɛ k ə n d ɛ ɹ i,31
selling,s ɛ l ɪ ŋ,31
seventh,s ɛ v ə n θ,31
shock,ʃ ɑ k,31
softly,s ɔ f t l i,31
starts,s t ɑ ɹ t s,31
strain,s t ɹ eɪ n,31
structures,s t ɹ ʌ k tʃ ɝ z,31
studio,s t u d i oʊ,31
successfully,s ə k s ɛ s f ə l i,31
territory,t ɛ ɹ ɪ t ɔ ɹ i,31
tossed,t ɔ s t,31
trail,t ɹ eɪ l,31
troubled,t ɹ ʌ b ə l d,31
tube,t u b,31
winning,w ɪ n ɪ ŋ,31
absolute,æ b s ə l u t,30
alex,æ l ə k s,30
allies,æ l aɪ z,30
altogether,ɔ l t ə ɡ ɛ ð ɝ,30
asleep,ə s l i p,30
associations,ə s oʊ s i eɪ ʃ ə n z,30
blanket,b l æ ŋ k ə t,30
buying,b aɪ ɪ ŋ,30
carbon,k ɑ ɹ b ə n,30
citizen,s ɪ t ə z ə n,30
comments,k ɑ m ɛ n t s,30
complicated,k ɑ m p l ə k eɪ t ə d,30
concentrated,k ɑ n s ə n t ɹ eɪ t ə d,30
consciousness,k ɑ n ʃ ə s n ə s,30
consequence,k ɑ n s ə k w ə n s,30
controls,k ə n t ɹ oʊ l z,30
cried,k ɹ aɪ d,30
crucial,k ɹ u ʃ ə l,30
cuts,k ʌ t s,30
dartmouth,d ɑ ɹ t m ə θ,30
dates,d eɪ t s,30
dealers,d i l ɝ z,30
deliberately,d ɪ l ɪ b ɝ ə t l i,30
dimensions,d ɪ m ɛ n ʃ ə n z,30
directions,d ɝ ɛ k ʃ ə n z,30
doctors,d ɑ k t ɝ z,30
dreams,d ɹ i m z,30
eddie,ɛ d i,30
